HCPCS,MOD,DESCRIPTION,STATUS CODE,PAYMENT,RVU,PE RVU,INDICATOR,PE RVU,INDICATOR,RVU,TOTAL,TOTAL,IND,DAYS,OP,OP,OP,PROC,SURG,SURG,SURG,SURG,BASE,FACTOR,PROCEDURES,FLAG,INDICATOR,AMOUNT,AMOUNT,AMOUNT
S9209,,Home mgmt pprom,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9211,,Home mgmt gest hypertension,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9212,,Hm postpar hyper per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9213,,Hm preeclamp per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9214,,Hm gest dm per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9325,,Hit pain mgmt per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9326,,Hit cont pain per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9327,,Hit int pain per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9328,,Hit pain imp pump diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9329,,Hit chemo per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9330,,Hit cont chem diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9331,,Hit intermit chemo diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9335,,Ht hemodialysis diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9336,,Hit cont anticoag diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9338,,Hit immunotherapy diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9339,,Hit periton dialysis diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9340,,Hit enteral per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9341,,Hit enteral grav diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9342,,Hit enteral pump diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9343,,Hit enteral bolus nurs,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9345,,Hit anti-hemophil diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9346,,Hit alpha-1-proteinas diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9347,,Hit longterm infusion diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9348,,Hit sympathomim diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9349,,Hit tocolysis diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9351,,Hit cont antiemetic diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9353,,Hit cont insulin diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9355,,Hit chelation diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9357,,Hit enzyme replace diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9359,,Hit anti-tnf per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9361,,Hit diuretic infus diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9363,,Hit anti-spasmotic diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9364,,Hit tpn total diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9365,,Hit tpn 1 liter diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9366,,Hit tpn 2 liter diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9367,,Hit tpn 3 liter diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9368,,Hit tpn over 3l diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9370,,Ht inj antiemetic diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9372,,Ht inj anticoag diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9373,,Hit hydra total diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9374,,Hit hydra 1 liter diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9375,,Hit hydra 2 liter diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9376,,Hit hydra 3 liter diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9377,,Hit hydra over 3l diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9379,,Hit noc per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9381,,Hit high risk/escort,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9401,,Anticoag clinic per session,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9430,,Pharmacy comp/disp serv,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9432,,Med food non inborn err meta,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9433,,Medical food oral 100% nutr,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9434,,Mod solid food suppl,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9435,,Medical foods for inborn err,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9436,,Lamaze class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9437,,Childbirth refresher class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9438,,Cesarean birth class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9439,,Vbac class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9441,,Asthma education,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9442,,Birthing class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9443,,Lactation class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9444,,Parenting class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9445,,Pt education noc individ,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9446,,Pt education noc group,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9447,,Infant safety class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9449,,Weight mgmt class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9451,,Exercise class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9452,,Nutrition class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9453,,Smoking cessation class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9454,,Stress mgmt class,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9455,,"Diabetic management program,",I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9460,,"Diabetic management program,",I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9465,,"Diabetic management program,",I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9470,,"Nutritional counseling, diet",I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9472,,Cardiac rehabilitation progr,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9473,,Pulmonary rehabilitation pro,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9474,,Enterostomal therapy by a re,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9475,,Ambulatory setting substance,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9476,,Vestibular rehab per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9480,,Intensive outpatient psychia,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9482,,Family stabilization 15 min,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9484,,Crisis intervention per hour,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9485,,Crisis intervention mental h,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9490,,Hit corticosteroid/diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9494,,Hit antibiotic total diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9497,,Hit antibiotic q3h diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9500,,Hit antibiotic q24h diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9501,,Hit antibiotic q12h diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9502,,Hit antibiotic q8h diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9503,,Hit antibiotic q6h diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9504,,Hit antibiotic q4h diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9529,,Venipuncture home/snf,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9537,,Ht hem horm inj diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9538,,Hit blood products diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9542,,Ht inj noc per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9558,,Ht inj growth horm diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9559,,Hit inj interferon diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9560,,Ht inj hormone diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9562,,Ht inj palivizumab diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9590,,Ht irrigation diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9810,,Ht pharm per hour,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9900,,Christian sci pract visit,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9901,,Christian sci nurse visit,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9960,,Air ambulanc nonemerg fixed,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9961,,Air ambulan nonemerg rotary,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9970,,Health club membership yr,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9975,,Transplant related per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9976,,Lodging per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9977,,Meals per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9981,,Med record copy admin,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9982,,Med record copy per page,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9986,,Not medically necessary svc,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9988,,Serv part of phase i trial,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9989,,Services outside us,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9990,,Services provided as part of,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9991,,Services provided as part of,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9992,,Transportation costs to and,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9994,,Lodging costs (e.g. hotel ch,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9996,,Meals for clinical trial par,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
S9999,,Sales tax,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1000,,Private duty/independent nsg,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1001,,Nursing assessment/evaluatn,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1002,,Rn services up to 15 minutes,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1003,,Lpn/lvn services up to 15min,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1004,,Nsg aide service up to 15min,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1005,,Respite care service 15 min,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1006,,Family/couple counseling,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1007,,Treatment plan development,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1009,,Child sitting services,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1010,,Meals when receive services,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1012,,Alcohol/substance abuse skil,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1013,,Sign lang/oral interpreter,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1014,,"Telehealth transmit, per min",I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1015,,Clinic service,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1016,,Case management,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1017,,Targeted case management,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1018,,School-based iep ser bundled,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1019,,Personal care ser per 15 min,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1020,,Personal care ser per diem,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1021,,Hh aide or cn aide per visit,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1022,,Contracted services per day,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1023,,Program intake assessment,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1024,,Team evaluation & management,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
T1025,,"Ped compr care pkg, per diem",I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
